         1972849 function calls (1941383 primitive calls) in 2.454 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 copier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copier.py:12(WorksheetCopy)
      900    0.001    0.000    0.002    0.000 copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
      902    0.002    0.000    0.006    0.000 copy.py:66(copy)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
      900    0.000    0.000    0.001    0.000 copyreg.py:87(__newobj__)
       31    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        2    0.000    0.000    0.004    0.002 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1123(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1144(__init__)
        4    0.000    0.000    0.000    0.000 core.py:123(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1282(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 core.py:1314(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1328(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1361(getmask)
       44    0.000    0.000    0.000    0.000 core.py:146(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:16(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:163(MAError)
        1    0.000    0.000    0.000    0.000 core.py:171(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:203(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:205(<listcomp>)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:21(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:2710(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2775(__new__)
        1    0.000    0.000    0.000    0.000 core.py:28(NestedDateTime)
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2931(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        1    0.000    0.000    0.000    0.000 core.py:31(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 core.py:33(<module>)
        4    0.000    0.000    0.000    0.000 core.py:3349(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3365(shape)
        1    0.000    0.000    0.000    0.000 core.py:42(QualifiedDateTime)
        1    0.000    0.000    0.000    0.000 core.py:53(DocumentProperties)
        1    0.000    0.000    0.000    0.000 core.py:6059(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6255(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6259(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6265(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6283(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6347(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6556(_frommethod)
       26    0.000    0.000    0.000    0.000 core.py:6567(__init__)
       26    0.000    0.000    0.000    0.000 core.py:6572(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:795(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 core.py:7994(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:8007(__init__)
        8    0.000    0.000    0.000    0.000 core.py:8012(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:804(__init__)
        1    0.000    0.000    0.000    0.000 core.py:820(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 core.py:838(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:844(__init__)
        1    0.000    0.000    0.000    0.000 core.py:859(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:865(__init__)
        1    0.000    0.000    0.000    0.000 core.py:875(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        1    0.000    0.000    0.000    0.000 core.py:891(_MaskedUFunc)
       53    0.000    0.000    0.000    0.000 core.py:892(__init__)
        1    0.000    0.000    0.000    0.000 core.py:901(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:919(__init__)
        1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:975(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:995(__init__)
        1    0.000    0.000    0.000    0.000 coreviews.py:108(UnionAtlas)
        1    0.000    0.000    0.000    0.000 coreviews.py:12(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:162(UnionAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:213(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 coreviews.py:24(AtlasView)
        1    0.000    0.000    0.000    0.000 coreviews.py:243(UnionMultiAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:261(FilterAtlas)
        1    0.000    0.000    0.000    0.000 coreviews.py:302(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:349(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 coreviews.py:388(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        1    0.000    0.000    0.000    0.000 coreviews.py:87(MultiAdjacencyView)
        1    0.000    0.000    0.002    0.002 coroutines.py:1(<module>)
        2    0.000    0.000    0.000    0.000 coroutines.py:104(coroutine)
        1    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 coroutines.py:35(CoroWrapper)
        1    0.000    0.000    0.001    0.001 correlation.py:3(<module>)
        2    0.000    0.000    0.002    0.001 covering.py:7(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.009    0.009 csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.002    0.002 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:1226(CommentsMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:1250(SoupSieve)
        1    0.000    0.000    0.000    0.000 css_match.py:287(Inputs)
        1    0.000    0.000    0.000    0.000 css_match.py:388(CSSMatch)
        1    0.000    0.000    0.000    0.000 css_match.py:56(FakeParent)
        1    0.000    0.000    0.000    0.000 css_match.py:76(Document)
        1    0.000    0.000    0.050    0.050 css_parser.py:1(<module>)
       14    0.000    0.000    0.012    0.001 css_parser.py:1001(process_selectors)
      182    0.000    0.000    0.000    0.000 css_parser.py:233(css_unescape)
        1    0.000    0.000    0.000    0.000 css_parser.py:260(SelectorPattern)
       16    0.000    0.000    0.029    0.002 css_parser.py:263(__init__)
     3357    0.000    0.000    0.000    0.000 css_parser.py:268(enabled)
        1    0.000    0.000    0.000    0.000 css_parser.py:274(QuirkPattern)
       85    0.000    0.000    0.000    0.000 css_parser.py:277(enabled)
        1    0.000    0.000    0.000    0.000 css_parser.py:283(_Selector)
      135    0.000    0.000    0.000    0.000 css_parser.py:292(__init__)
  135/129    0.000    0.000    0.001    0.000 css_parser.py:308(_freeze_relations)
  135/129    0.000    0.000    0.002    0.000 css_parser.py:318(freeze)
        1    0.000    0.000    0.029    0.029 css_parser.py:352(CSSParser)
       14    0.000    0.000    0.000    0.000 css_parser.py:376(__init__)
       73    0.000    0.000    0.004    0.000 css_parser.py:385(parse_attribute_selector)
       73    0.000    0.000    0.000    0.000 css_parser.py:391(<listcomp>)
       58    0.000    0.000    0.000    0.000 css_parser.py:460(parse_tag_pattern)
       58    0.000    0.000    0.000    0.000 css_parser.py:463(<listcomp>)
    34/26    0.000    0.000    0.009    0.000 css_parser.py:502(parse_pseudo_class)
        1    0.000    0.000    0.000    0.000 css_parser.py:590(parse_pseudo_nth)
    30/25    0.000    0.000    0.009    0.000 css_parser.py:645(parse_pseudo_open)
       85    0.000    0.000    0.000    0.000 css_parser.py:700(parse_combinator)
    44/14    0.000    0.000    0.012    0.001 css_parser.py:800(parse_selectors)
       44    0.000    0.000    0.002    0.000 css_parser.py:955(<listcomp>)
      295    0.001    0.000    0.004    0.000 css_parser.py:957(selector_iter)
        1    0.000    0.000    0.000    0.000 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:131(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:150(CustomSelectors)
        1    0.000    0.000    0.000    0.000 css_types.py:169(Selector)
      135    0.000    0.000    0.001    0.000 css_types.py:177(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:198(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:207(SelectorTag)
       58    0.000    0.000    0.000    0.000 css_types.py:212(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:221(SelectorAttribute)
       73    0.000    0.000    0.000    0.000 css_types.py:226(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:237(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:242(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:255(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:283(SelectorList)
      186    0.000    0.000    0.001    0.000 css_types.py:288(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:30(Immutable)
        8    0.000    0.000    0.000    0.000 css_types.py:317(pickle_register)
      453    0.002    0.000    0.002    0.000 css_types.py:35(__init__)
      443    0.000    0.000    0.000    0.000 css_types.py:67(__hash__)
        1    0.000    0.000    0.000    0.000 css_types.py:87(ImmutableDict)
        1    0.000    0.000    0.000    0.000 csv.py:131(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:24(Dialect)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:70(unix_dialect)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:200(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.001    0.001 current_flow_betweenness.py:9(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:9(<module>)
        1    0.000    0.000    0.001    0.001 current_flow_closeness.py:9(<module>)
        1    0.000    0.000    0.000    0.000 custom.py:1(<module>)
        1    0.000    0.000    0.000    0.000 custom.py:21(CustomChartsheetView)
        1    0.000    0.000    0.000    0.000 custom.py:52(CustomChartsheetViews)
        1    0.000    0.000    0.000    0.000 cuts.py:14(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:112(__init__)
       15    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        3    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
       11    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        3    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
       33    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        3    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
        6    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:468(cycler)
        1    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.001    0.001 cycles.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cytoscape.py:3(<module>)
        1    0.000    0.000    0.004    0.004 dag.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:197(EncodingDetector)
        1    0.000    0.000    0.000    0.000 dammit.py:324(UnicodeDammit)
        1    0.000    0.000    0.002    0.002 dammit.py:52(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 dammit.py:56(_populate_class_variables)
        1    0.000    0.000    0.007    0.007 dammit.py:8(<module>)
       18    0.000    0.000    0.000    0.000 data.py:130(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:156(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data_source.py:105(StrVal)
        1    0.000    0.000    0.000    0.000 data_source.py:120(StrData)
        1    0.000    0.000    0.000    0.000 data_source.py:139(StrRef)
        1    0.000    0.000    0.000    0.000 data_source.py:158(NumDataSource)
        1    0.000    0.000    0.000    0.000 data_source.py:172(AxDataSource)
        1    0.000    0.000    0.000    0.000 data_source.py:23(NumFmt)
        1    0.000    0.000    0.000    0.000 data_source.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data_source.py:36(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 data_source.py:51(NumVal)
        1    0.000    0.000    0.000    0.000 data_source.py:67(NumData)
        1    0.000    0.000    0.000    0.000 data_source.py:87(NumRef)
        1    0.000    0.000    0.000    0.000 datavalidation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datavalidation.py:162(DataValidationList)
        1    0.000    0.000    0.000    0.000 datavalidation.py:79(DataValidation)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1031(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1136(AutoDateLocator)
        1    0.000    0.000    0.008    0.008 dates.py:134(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1370(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1434(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1459(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1487(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1514(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1534(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1554(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1574(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1766(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:322(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:338(bytespdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:581(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:723(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:747(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:846(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:951(DateLocator)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:102(GMT)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:426(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        9    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
       18    0.000    0.000    0.000    0.000 datetimelike.py:106(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 datetimelike.py:133(DatelikeOps)
        8    0.000    0.000    0.000    0.000 datetimelike.py:171(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 datetimelike.py:179(TimelikeOps)
        1    0.000    0.000    0.001    0.001 datetimelike.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:321(DatetimeLikeArrayMixin)
        5    0.000    0.000    0.000    0.000 datetimelike.py:34(ea_passthrough)
        1    0.000    0.000    0.001    0.001 datetimelike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:42(AttributesMixin)
        3    0.000    0.000    0.000    0.000 datetimelike.py:480(_add_datetimelike_methods)
        1    0.000    0.000    0.000    0.000 datetimelike.py:55(DatetimeIndexOpsMixin)
        1    0.000    0.000    0.000    0.000 datetimelike.py:682(DatetimelikeDelegateMixin)
        1    0.000    0.000    0.000    0.000 datetimes.py:1(<module>)
        6    0.000    0.000    0.000    0.000 datetimes.py:126(_dt_array_cmp)
        2    0.000    0.000    0.006    0.003 datetimes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:213(DatetimeArray)
        4    0.000    0.000    0.000    0.000 datetimes.py:231(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 datetimes.py:59(DatetimeDelegateMixin)
       21    0.000    0.000    0.000    0.000 datetimes.py:88(_field_accessor)
        1    0.000    0.000    0.000    0.000 datetimes.py:94(DatetimeIndex)
        1    0.000    0.000    0.000    0.000 datrie.py:1(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        7    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        7    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
      669    0.002    0.000    0.003    0.000 decorator.py:145(update)
       11    0.000    0.000    0.000    0.000 decorator.py:152(update)
      669    0.005    0.000    0.035    0.000 decorator.py:162(make)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
      669    0.000    0.000    0.001    0.000 decorator.py:170(<listcomp>)
       11    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
      669    0.003    0.000    0.057    0.000 decorator.py:197(create)
       11    0.000    0.000    0.001    0.000 decorator.py:202(create)
     1673    0.000    0.000    0.000    0.000 decorator.py:215(<genexpr>)
       22    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
      343    0.001    0.000    0.037    0.000 decorator.py:225(decorate)
        2    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
      335    0.002    0.000    0.026    0.000 decorator.py:259(decorator)
        1    0.000    0.000    0.000    0.000 decorator.py:279(ContextManager)
        1    0.000    0.000    0.000    0.000 decorator.py:304(ContextManager)
        2    0.000    0.000    0.001    0.000 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:48(get_init)
        1    0.000    0.000    0.000    0.000 decorator.py:80(FunctionMaker)
        1    0.000    0.000    0.000    0.000 decorator.py:85(FunctionMaker)
      669    0.003    0.000    0.017    0.000 decorator.py:93(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:95(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-0>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-100>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-100>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-101>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-102>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-103>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-103>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-104>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-105>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-106>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-107>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-107>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-108>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-108>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-109>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-110>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-111>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-111>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-112>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-112>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-113>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-114>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-115>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-116>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-116>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-117>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-118>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-119>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-119>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-120>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-121>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-121>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-122>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-122>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-123>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-124>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-125>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-125>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-126>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-127>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-127>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-128>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-129>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-129>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-130>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-131>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-131>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-132>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-133>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-133>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-134>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-135>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-135>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-136>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-137>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-137>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-138>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-139>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-139>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-140>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-141>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-141>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-142>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-143>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-143>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-144>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-145>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-145>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-146>:1(<module>)
