         1972849 function calls (1941383 primitive calls) in 2.454 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1292    0.005    0.000    0.022    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
1292/1276    0.002    0.000    0.349    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
     1667    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
    13/12    0.000    0.000    0.025    0.002 <frozen importlib._bootstrap>:634(_load_backward_compatible)
   1305/4    0.005    0.000    2.454    0.613 <frozen importlib._bootstrap>:663(_load_unlocked)
     1493    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(is_package)
     2894    0.005    0.000    0.005    0.000 <frozen importlib._bootstrap>:78(acquire)
     1488    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:792(find_spec)
     5037    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:855(__enter__)
     5037    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:859(__exit__)
      568    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
     1493    0.010    0.000    0.146    0.000 <frozen importlib._bootstrap>:882(_find_spec)
   1678/4    0.005    0.000    2.455    0.614 <frozen importlib._bootstrap>:948(_find_and_load_unlocked)
   1678/4    0.008    0.000    2.455    0.614 <frozen importlib._bootstrap>:978(_find_and_load)
      118    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
  118/103    0.000    0.000    0.325    0.003 <frozen importlib._bootstrap_external>:1040(create_module)
  118/112    0.000    0.000    0.046    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
      159    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1190(_path_hooks)
     2309    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
     1488    0.004    0.000    0.128    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
     1488    0.001    0.000    0.129    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
      159    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
     1272    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
      372    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1339(find_loader)
     1522    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
     2498    0.018    0.000    0.132    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
      159    0.001    0.000    0.037    0.000 <frozen importlib._bootstrap_external>:1404(_fill_cache)
      159    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
      159    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
     2338    0.006    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
     2498    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
     1287    0.002    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
     1169    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
      372    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:421(_find_module_shim)
     1169    0.004    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
     1169    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
     3507    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
     1169    0.003    0.000    0.130    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
    14056    0.008    0.000    0.022    0.000 <frozen importlib._bootstrap_external>:56(_path_join)
     1522    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
    14056    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
     2338    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
     1169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
   1169/4    0.003    0.000    2.454    0.613 <frozen importlib._bootstrap_external>:722(exec_module)
     7256    0.003    0.000    0.054    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
     1169    0.012    0.000    0.621    0.001 <frozen importlib._bootstrap_external>:793(get_code)
     3589    0.002    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
     1404    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:884(__init__)
     1169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
     1173    0.103    0.000    0.455    0.000 <frozen importlib._bootstrap_external>:914(get_data)
     3313    0.001    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
     1169    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
      276    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 <string>:4(cy_wrap)
        1    0.000    0.000    0.000    0.000 ElementPath.py:255(_SelectorContext)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:105(ParseError)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1139(_ListDataStream)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1249(XMLPullParser)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1361(TreeBuilder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1437(XMLParser)
        1    0.000    0.000    0.003    0.003 ElementTree.py:34(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:495(QName)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(<module>)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.013    0.013 _3d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _3d.py:16(View3D)
        1    0.000    0.000    0.000    0.000 _3d.py:52(Surface)
        1    0.000    0.000    0.000    0.000 _3d.py:75(_3DBase)
        1    0.000    0.000    0.000    0.000 __about__.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       81    0.001    0.000    1.129    0.014 __init__.py:1(<module>)
        2    0.000    0.000    0.586    0.293 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:10(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
      427    0.001    0.000    0.007    0.000 __init__.py:10(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.033    0.033 __init__.py:101(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(ParserWarning)
        1    0.000    0.000    0.003    0.003 __init__.py:1056(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:106(<listcomp>)
        1    0.000    0.000    0.115    0.115 __init__.py:106(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1065(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1078(<listcomp>)
      593    0.000    0.000    0.032    0.000 __init__.py:1082(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:109(Encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SyntaxErr)
        2    0.000    0.000    0.003    0.001 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(ISAModelTypeError)
        1    0.000    0.000    0.021    0.021 __init__.py:110(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
      592    0.001    0.000    0.032    0.000 __init__.py:111(resource_exists)
        1    0.000    0.000    0.000    0.000 __init__.py:112(InvalidModificationErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1120(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1129(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1148(resource_stream)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 __init__.py:1158(PlaceHolder)
        2    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
       36    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:124(UserDataHandler)
        3    0.000    0.000    0.000    0.000 __init__.py:124(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:125(lrange)
        1    0.000    0.000    0.000    0.000 __init__.py:1264(rc_context)
        8    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:13(<listcomp>)
        2    0.000    0.000    0.003    0.002 __init__.py:13(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1304(_clear_cache)
      572    0.000    0.000    0.003    0.000 __init__.py:1317(safe_name)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
      720    0.001    0.000    0.018    0.000 __init__.py:1325(safe_version)
        9    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1349(setLevel)
        8    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        2    0.000    0.000    0.000    0.000 __init__.py:1390(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:14(<listcomp>)
        1    0.000    0.000    0.003    0.003 __init__.py:14(<module>)
      516    0.000    0.000    0.006    0.000 __init__.py:1406(_get_metadata_path)
      385    0.000    0.000    0.009    0.000 __init__.py:1409(has_metadata)
      131    0.000    0.000    0.067    0.001 __init__.py:1416(get_metadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(is_interactive)
      131    0.000    0.000    0.067    0.001 __init__.py:1431(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:144(MergeError)
      518    0.001    0.000    0.006    0.000 __init__.py:1486(_fn)
      518    0.001    0.000    0.004    0.000 __init__.py:1492(_validate_resource_path)
        4    0.000    0.000    0.012    0.003 __init__.py:15(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.010    0.010 __init__.py:151(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:151(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1578(EggProvider)
        2    0.000    0.000    0.000    0.000 __init__.py:1581(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1585(_setup_prefix)
        1    0.000    0.000    0.000    0.000 __init__.py:159(AccessorRegistrationWarning)
        1    0.000    0.000    0.416    0.416 __init__.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:16(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:16(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:1600(DefaultProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
      385    0.000    0.000    0.004    0.000 __init__.py:1603(_has)
        2    0.000    0.000    0.000    0.000 __init__.py:1612(get_resource_stream)
        8    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
      131    0.002    0.000    0.064    0.000 __init__.py:1615(_get)
        1    0.000    0.000    0.000    0.000 __init__.py:1619(_register)
        1    0.000    0.000    0.000    0.000 __init__.py:163(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 __init__.py:1630(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:1643(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1650(ZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:1662(RootLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:1668(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1677(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:1679(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:1697(ZipProvider)
        3    0.000    0.000    2.432    0.811 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(ISAModelValueError)
        1    0.000    0.000    0.000    0.000 __init__.py:17(MetaSerialisable)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
       16    0.000    0.000    0.000    0.000 __init__.py:172(make_simple_escaping_wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:175(compare_versions)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(Locked)
        1    0.000    0.000    0.007    0.007 __init__.py:177(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(TimeoutError)
        1    0.000    0.000    0.104    0.104 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(MissingExternalDependencyError)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Record)
        1    0.000    0.000    0.000    0.000 __init__.py:181(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:1827(basicConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        1    0.000    0.000    0.034    0.034 __init__.py:184(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:185(c_uint)
       14    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1872(FileMetadata)
        3    0.000    0.000    0.000    0.000 __init__.py:1876(_str_equal)
        1    0.000    0.000    0.000    0.000 __init__.py:188(SAXTreeBuilder)
       32    0.000    0.000    0.000    0.000 __init__.py:1884(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
       48    0.000    0.000    0.000    0.000 __init__.py:1890(has_metadata)
       32    0.001    0.000    0.015    0.000 __init__.py:1893(get_metadata)
        2    0.000    0.000    0.005    0.002 __init__.py:19(<module>)
      418    0.004    0.000    0.014    0.000 __init__.py:19(__new__)
       32    0.000    0.000    0.000    0.000 __init__.py:1902(_warn_on_replacement)
       32    0.000    0.000    0.015    0.000 __init__.py:1910(get_metadata_lines)
        1    0.000    0.000    0.000    0.000 __init__.py:1914(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:192(UTC)
       36    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
      538    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1939(EggMetadata)
        1    0.000    0.000    0.001    0.001 __init__.py:195(_sanity_check)
        4    0.000    0.000    0.000    0.000 __init__.py:1957(register_finder)
       16    0.000    0.000    0.000    0.000 __init__.py:1967(find_distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        8    0.000    0.000    0.151    0.019 __init__.py:2(<module>)
        2    0.000    0.000    0.005    0.002 __init__.py:20(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:20(UniversalDetector)
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:2004(find_nothing)
       14    0.000    0.000    0.034    0.002 __init__.py:2011(_by_version_descending)
        1    0.000    0.000    0.000    0.000 __init__.py:2020(_OrderedSet)
      570    0.001    0.000    0.025    0.000 __init__.py:2026(_by_version)
      570    0.001    0.000    0.022    0.000 __init__.py:2032(<listcomp>)
      584    0.001    0.000    0.300    0.001 __init__.py:2037(find_on_path)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(NullHandler)
      584    0.000    0.000    0.002    0.000 __init__.py:2055(<genexpr>)
     2480    0.001    0.000    0.002    0.000 __init__.py:2069(dist_factory)
        1    0.000    0.000    0.000    0.000 __init__.py:2086(NoDists)
     1340    0.000    0.000    0.000    0.000 __init__.py:2094(__bool__)
        1    0.000    0.000    0.027    0.027 __init__.py:21(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:210(<listcomp>)
       14    0.000    0.000    0.003    0.000 __init__.py:2103(safe_listdir)
       46    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
     1140    0.003    0.000    0.258    0.000 __init__.py:2124(distributions_from_metadata)
        4    0.000    0.000    0.000    0.000 __init__.py:2173(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
      375    0.001    0.000    0.023    0.000 __init__.py:2191(_handle_ns)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.030    0.030 __init__.py:220(<module>)
       46    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        2    0.000    0.000    0.000    0.000 __init__.py:221(iteritems)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:225(silent_list)
    12/11    0.000    0.000    0.001    0.000 __init__.py:2256(declare_namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:227(_MagicFormatMapping)
      281    0.000    0.000    0.023    0.000 __init__.py:2290(fixup_namespace_packages)
        1    0.000    0.000    0.000    0.000 __init__.py:23(ISAModelIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:23(UnsortedIndexError)
      189    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        1    0.000    0.000    0.000    0.000 __init__.py:23(lxml_env_set)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
